date,Intercept,beta1,beta2
16778,-8.320142,0.5020681,-0.6997343
16779,-8.348969,0.5027513,-0.7005653
16780,-8.158464,0.4987402,-0.695059
16781,-7.79994,0.4911703,-0.6849903
16782,-7.787169,0.4912199,-0.6850332
16783,-7.774442,0.4912695,-0.6850763
16784,-7.928543,0.4944467,-0.6892329
16785,-8.329586,0.5046688,-0.7026931
16786,-8.276762,0.5034404,-0.7009346
16787,-8.413099,0.5071363,-0.7058237
16788,-8.36726,0.5064083,-0.7047155
16789,-8.353821,0.5064627,-0.7047645
16790,-8.340431,0.506517,-0.7048136
16791,-9.003186,0.5309642,-0.7367856
16792,-9.219022,0.5370251,-0.745067
16793,-8.799049,0.5244798,-0.7279475
16794,-8.456858,0.5151702,-0.7152727
16795,-8.456858,0.5151702,-0.7152727
16796,-8.443404,0.515227,-0.7153242
16797,-8.430002,0.5152838,-0.7153759
16798,-8.547158,0.5187853,-0.7200278
16799,-8.369042,0.5140471,-0.7135113
16800,-8.12834,0.5078918,-0.7051519
16801,-8.12834,0.5078918,-0.7051519
16802,-8.12834,0.5078918,-0.7051519
16803,-8.11533,0.5079495,-0.705206
16804,-8.102369,0.5080073,-0.7052602
16805,-8.278246,0.5128123,-0.7116357
16806,-8.347862,0.514556,-0.7139121
16807,-8.12793,0.5089873,-0.7063268
16808,-7.917049,0.5044559,-0.7001342
16809,-7.474471,0.4941195,-0.6866315
16810,-7.462383,0.494174,-0.6866826
16811,-7.450337,0.4942286,-0.686734
