date,Intercept,beta1,beta2
2018-07-12,-9.500981,0.11658882,-0.1769892
2018-07-13,-9.370154,0.11683795,-0.1764157
2018-07-14,-10.006092,0.11631927,-0.1799251
2018-07-15,-10.086549,0.11619168,-0.1802395
2018-07-16,-9.597391,0.1166722,-0.1774832
2018-07-17,-9.817759,0.11629101,-0.1783583
2018-07-18,-9.817759,0.11629101,-0.1783583
2018-07-19,-9.817759,0.11629101,-0.1783583
2018-07-20,-9.756357,0.11630429,-0.1778816
2018-07-21,-10.678772,0.11695951,-0.185512
2018-07-22,-9.894812,0.11707312,-0.1798208
2018-07-23,-9.619467,0.11747354,-0.1784499
2018-07-24,-9.41662,0.11792727,-0.1776963
2018-07-25,-9.41662,0.11792727,-0.1776963
2018-07-26,-9.41662,0.11792727,-0.1776963
2018-07-27,-10.127965,0.11732745,-0.1815966
2018-07-28,-9.419529,0.11834867,-0.1782255
2018-07-29,-11.431516,0.12607469,-0.2043539
2018-07-30,-13.304538,0.11951029,-0.216064
2018-07-31,-10.816014,0.12171876,-0.1935164
2018-08-01,-10.816014,0.12171876,-0.1935164
2018-08-02,-10.816014,0.12171876,-0.1935164
2018-08-03,-12.407409,0.12168309,-0.2095073
2018-08-04,-12.281045,0.12247182,-0.2090035
2018-08-05,-11.80046,0.12463481,-0.206659
2018-08-06,-11.310773,0.12587213,-0.2033505
2018-08-07,-11.676087,0.12499356,-0.2056359
2018-08-08,-11.676087,0.12499356,-0.2056359
2018-08-09,-11.676087,0.12499356,-0.2056359
2018-08-10,-10.668289,0.12610969,-0.1978034
2018-08-11,-10.606171,0.12609216,-0.1971475
2018-08-12,-9.222811,0.12577902,-0.1866626
2018-08-13,-9.232094,0.12567871,-0.1865121
2018-08-14,-9.241397,0.12557838,-0.1863615
2018-08-15,-9.241397,0.12557838,-0.1863615
2018-08-16,-9.241397,0.12557838,-0.1863615
2018-08-17,-9.392983,0.12512566,-0.1866717
2018-08-18,-9.545499,0.12474161,-0.1870982
2018-08-19,-9.052131,0.12599842,-0.185527
2018-08-20,-8.779043,0.1271533,-0.1853323
2018-08-21,-7.824086,0.13323558,-0.1878533
2018-08-22,-7.824086,0.13323558,-0.1878533
2018-08-23,-7.824086,0.13323558,-0.1878533
2018-08-24,-6.813239,0.14326653,-0.1948018
2018-08-25,-8.237499,0.13986574,-0.1993159
2018-08-26,-8.865341,0.13494731,-0.1965539
2018-08-27,-8.803662,0.13536265,-0.1966552
2018-08-28,-8.042627,0.14273998,-0.2018732
2018-08-29,-8.042627,0.14273998,-0.2018732
2018-08-30,-8.042627,0.14273998,-0.2018732
2018-08-31,-7.916279,0.14449459,-0.2033788
2018-09-01,-7.072507,0.15861891,-0.2166239
2018-09-02,-6.89501,0.16266612,-0.2206054
2018-09-03,-7.147674,0.15729157,-0.2153019
2018-09-04,-7.534855,0.15020055,-0.2084619
2018-09-05,-7.534855,0.15020055,-0.2084619
2018-09-06,-7.534855,0.15020055,-0.2084619
2018-09-07,-7.477916,0.15125067,-0.2094297
2018-09-08,-7.877969,0.14495046,-0.2035261
2018-09-09,-9.663079,0.14186412,-0.2107619
2018-09-10,-9.525476,0.14276674,-0.2109292
2018-09-11,-9.902519,0.14047791,-0.2104444
2018-09-12,-9.902519,0.14047791,-0.2104444
2018-09-13,-9.902519,0.14047791,-0.2104444
2018-09-14,-9.764153,0.14126027,-0.2104132
2018-09-15,-10.06993,0.13955884,-0.2102555
2018-09-16,-10.377375,0.13808085,-0.2105029
2018-09-17,-9.183789,0.14416649,-0.2102857
2018-09-18,-9.485665,0.1418191,-0.2090659
2018-09-19,-9.485665,0.1418191,-0.2090659
2018-09-20,-9.485665,0.1418191,-0.2090659
2018-09-21,-10.810808,0.13835975,-0.2143835
2018-09-22,-9.835028,0.14295495,-0.2130362
2018-09-23,-10.805995,0.13917742,-0.2154352
2018-09-24,-10.362885,0.14139548,-0.2147739
2018-09-25,-11.336663,0.13769382,-0.2179256
2018-09-26,-11.336663,0.13769382,-0.2179256
2018-09-27,-11.336663,0.13769382,-0.2179256
