date,Intercept,beta1,beta2
2018-07-12,-71.10921382,-0.854628911,1.382266787
2018-07-13,-71.4187565,-0.864979021,1.397115713
2018-07-14,-71.05955896,-0.849252158,1.374450384
2018-07-15,-67.36672528,-0.961516448,1.51556983
2018-07-16,-68.18597918,-0.946644889,1.502985832
2018-07-17,-67.77302659,-0.955386033,1.510229022
2018-07-18,-67.77302659,-0.955386033,1.510229022
2018-07-19,-67.77302659,-0.955386033,1.510229022
2018-07-20,-66.23635454,-0.981761425,1.530505709
2018-07-21,-68.55089856,-0.936249925,1.493737473
2018-07-22,-69.58356278,-0.898961618,1.454299656
2018-07-23,-68.38106193,-0.934879586,1.491711598
2018-07-24,-69.13487073,-0.913609931,1.470233422
2018-07-25,-69.13487073,-0.913609931,1.470233422
2018-07-26,-69.13487073,-0.913609931,1.470233422
2018-07-27,-69.55089047,-0.89393947,1.447926055
2018-07-28,-68.71798698,-0.924616477,1.481006595
2018-07-29,-68.41734753,-0.93335281,1.489226617
2018-07-30,-67.84248699,-0.845677488,1.385885176
2018-07-31,-65.71683408,-0.794769559,1.313257987
2018-08-01,-65.71683408,-0.794769559,1.313257987
2018-08-02,-65.71683408,-0.794769559,1.313257987
2018-08-03,-67.42022571,-0.835921361,1.372101299
2018-08-04,-67.17797753,-0.82772599,1.360450074
2018-08-05,-66.53115583,-0.810649731,1.336076467
2018-08-06,-67.91993994,-0.849542497,1.391071664
2018-08-07,-64.68649521,-0.780596596,1.292779204
2018-08-08,-64.68649521,-0.780596596,1.292779204
2018-08-09,-64.68649521,-0.780596596,1.292779204
2018-08-10,-64.22997545,-0.771358931,1.279470885
2018-08-11,-66.02987056,-0.805892567,1.329114711
2018-08-12,-66.08215385,-0.805920104,1.329104265
2018-08-13,-66.13452546,-0.805947499,1.329093437
2018-08-14,-66.18698561,-0.805974753,1.329082225
2018-08-15,-66.18698561,-0.805974753,1.329082225
2018-08-16,-66.18698561,-0.805974753,1.329082225
2018-08-17,-66.03604659,-0.801700886,1.322915964
2018-08-18,-63.20981216,-0.751795333,1.251286283
2018-08-19,-65.4712749,-0.791084424,1.307745719
2018-08-20,-60.71086673,-0.718735165,1.204061074
2018-08-21,-62.90306329,-0.750643389,1.249639171
2018-08-22,-62.90306329,-0.750643389,1.249639171
2018-08-23,-62.90306329,-0.750643389,1.249639171
2018-08-24,-61.37592097,-0.727006177,1.215884156
